id,fecha,provincia,zona_prov,genero,edad,maximo_estudio,espacio_identificado,posibilidad_votar,opinion_gestion_alberto,opinion_gestion_kicillof,opinion_tolosapaz,opinion_manes,opinion_santilli,posibilidad_voto_tolosapaz,posibilidad_voto_santilli,posibilidad_voto_manes,intencion_voto_2021,intencion_voto_2021_otros,voto_emitido_2019,analisis_temporal,peso
1,6/10/2021 14:17,Buenos Aires,Zona Sur conurbano,Mujer,39,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,1,0,1.0,0.0,1.0,0.0,0.0,2.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
2,6/10/2021 14:10,Buenos Aires,Zona Sur conurbano,Mujer,67,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
3,6/10/2021 12:46,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,55,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,1.0,1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
4,6/10/2021 11:51,Buenos Aires,Zona Oeste conurbano,Hombre,57,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
5,6/10/2021 11:15,Buenos Aires,Zona Sur conurbano,Hombre,55,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,0.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
6,6/10/2021 11:01,Buenos Aires,Zona Oeste conurbano,Mujer,57,Superior,El PRO,SEGURAMENTE iré a votar,-1,-2,-1.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
7,6/10/2021 10:52,Buenos Aires,Zona Norte conurbano,Hombre,67,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
8,6/10/2021 03:52,Buenos Aires,Zona Oeste conurbano,Mujer,66,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,0.0,2.0,1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
9,6/10/2021 03:05,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,68,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,-2.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
10,6/10/2021 02:39,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,65,Primario,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,1.0,1.0,-1.0,-1.0,-1.0,0.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
11,6/10/2021 01:46,Buenos Aires,Zona Norte conurbano,Mujer,67,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,0.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
12,6/10/2021 01:46,Buenos Aires,Zona Sur conurbano,Mujer,26,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,0,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
13,6/10/2021 00:42,Buenos Aires,Zona Norte conurbano,Mujer,62,Secundario,NINGUNO,SEGURAMENTE iré a votar,1,-2,0.0,1.0,1.0,0.0,-1.0,-1.0,Vamos con Vos: Florencio Randazzo,,No recuerdo,sem_6_(10/02-10/06),1
14,6/10/2021 00:23,Buenos Aires,Zona Oeste conurbano,Mujer,56,Superior,La Izquierda,SEGURAMENTE iré a votar,-1,-1,-1.0,-2.0,-2.0,-1.0,-1.0,2.0,FIT-U: Nicolás del Caño,,Fit: Nicolás del Caño,sem_6_(10/02-10/06),1
15,5/10/2021 23:55,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,70,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,-1,1,1.0,-1.0,-1.0,0.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
16,5/10/2021 22:56,Buenos Aires,Zona Sur conurbano,Hombre,73,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,1.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
17,5/10/2021 22:21,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,61,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,-2.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
18,5/10/2021 22:19,Buenos Aires,Zona Sur conurbano,Mujer,60,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,-2.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
19,5/10/2021 21:55,Buenos Aires,Zona Norte conurbano,Mujer,66,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,0.0,1.0,2.0,0.0,0.0,0.0,Juntos: Facundo Manes,,No recuerdo,sem_6_(10/02-10/06),1
20,5/10/2021 21:54,Buenos Aires,Zona Norte conurbano,Hombre,78,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
21,5/10/2021 21:38,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,69,Primario incompleto,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,0.0,0.0,-1.0,0.0,0.0,0,,No recuerdo,sem_6_(10/02-10/06),1
22,5/10/2021 21:34,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,56,Primario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
23,5/10/2021 21:31,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,43,Secundario,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,-2.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
24,5/10/2021 21:29,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,40,Secundario,NINGUNO,SEGURAMENTE iré a votar,-2,-1,0.0,1.0,1.0,0.0,2.0,2.0,Juntos: Diego Santilli,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
25,5/10/2021 21:10,Buenos Aires,Zona Sur conurbano,Hombre,56,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
26,5/10/2021 20:56,Buenos Aires,Zona Oeste conurbano,Mujer,57,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,1.0,-1.0,-1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
27,5/10/2021 20:56,Buenos Aires,Zona Norte conurbano,Hombre,82,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,0.0,0.0,0.0,-1.0,0.0,0.0,Avanza Libertad: José Luis Espert,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
28,5/10/2021 20:51,Buenos Aires,Zona Norte conurbano,Mujer,19,Secundario,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,FIT-U: Nicolás del Caño,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
29,5/10/2021 20:35,Buenos Aires,Zona Oeste conurbano,Hombre,59,Secundario,NINGUNO,SEGURAMENTE iré a votar,-2,-1,0.0,0.0,-2.0,-1.0,0.0,,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
30,5/10/2021 20:27,Buenos Aires,Zona Norte conurbano,Mujer,66,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
31,5/10/2021 20:23,Buenos Aires,Zona Sur conurbano,Mujer,59,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-2,-1.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
32,5/10/2021 20:20,Buenos Aires,Zona Sur conurbano,Mujer,65,Superior,El PRO,SEGURAMENTE iré a votar,-1,-1,0.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
33,5/10/2021 20:13,Buenos Aires,Zona Oeste conurbano,Mujer,65,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
34,5/10/2021 20:08,Buenos Aires,Zona Sur conurbano,Mujer,53,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,2.0,1.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
35,5/10/2021 19:55,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,66,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-1,-1.0,2.0,2.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
36,5/10/2021 19:54,Buenos Aires,Zona Sur conurbano,Mujer,70,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,0.0,-1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
37,5/10/2021 19:36,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,65,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
38,5/10/2021 19:27,Buenos Aires,Zona Sur conurbano,Mujer,45,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-1,-1.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
39,5/10/2021 19:21,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,32,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,No recuerdo,sem_6_(10/02-10/06),1
40,5/10/2021 19:10,Buenos Aires,Zona Oeste conurbano,Mujer,70,Superior,El radicalismo,NO ESTO SEGURO de ir a votar,-2,-2,-1.0,1.0,0.0,0.0,0.0,0.0,0,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
41,5/10/2021 19:06,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,56,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
42,5/10/2021 18:25,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,59,Superior,El PRO,SEGURAMENTE iré a votar,-1,-1,-1.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
43,5/10/2021 17:55,Buenos Aires,Zona Oeste conurbano,Mujer,59,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,0.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
44,5/10/2021 17:36,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,57,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,1,1,1.0,0.0,0.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
45,5/10/2021 17:29,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,58,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-1.0,2.0,2.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
46,5/10/2021 17:26,Buenos Aires,Zona Oeste conurbano,Hombre,56,Secundario,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
47,5/10/2021 17:23,Buenos Aires,Zona Norte conurbano,Mujer,65,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,1.0,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
48,5/10/2021 17:03,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,69,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
49,5/10/2021 16:57,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,72,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,2.0,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
50,5/10/2021 16:52,Buenos Aires,Zona Norte conurbano,Hombre,57,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
51,5/10/2021 16:50,Buenos Aires,Zona Norte conurbano,Mujer,53,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,0.0,1.0,0.0,0.0,0.0,0.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
52,5/10/2021 16:47,Buenos Aires,Zona Norte conurbano,Mujer,68,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
53,5/10/2021 16:48,Buenos Aires,Zona Sur conurbano,Hombre,65,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,0.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
54,5/10/2021 16:48,Buenos Aires,Zona Sur conurbano,Hombre,73,Secundario,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
55,5/10/2021 16:21,Buenos Aires,Zona Norte conurbano,Hombre,48,Secundario,El PRO,Casi seguro NO IRÉ A VOTAR,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
56,5/10/2021 16:19,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,79,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Blanco/nulo,sem_6_(10/02-10/06),1
57,5/10/2021 16:13,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,54,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,2.0,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
58,5/10/2021 16:11,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,50,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,1.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
59,5/10/2021 16:10,Buenos Aires,Zona Oeste conurbano,Mujer,55,Superior,NINGUNO,SEGURAMENTE iré a votar,1,-2,1.0,0.0,0.0,0.0,-1.0,0.0,0,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
60,5/10/2021 16:05,Buenos Aires,Zona Norte conurbano,Hombre,69,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,1.0,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
61,5/10/2021 16:07,Buenos Aires,Zona Sur conurbano,Hombre,74,Superior,La Izquierda,SEGURAMENTE iré a votar,1,1,0.0,0.0,0.0,0.0,0.0,0.0,FIT-U: Nicolás del Caño,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
62,5/10/2021 16:01,Buenos Aires,Zona Norte conurbano,Hombre,40,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,0.0,-2.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
63,5/10/2021 16:03,Buenos Aires,Zona Norte conurbano,Hombre,76,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
64,5/10/2021 15:55,Buenos Aires,Zona Sur conurbano,Hombre,71,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
65,5/10/2021 15:49,Buenos Aires,Zona Oeste conurbano,Hombre,57,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-2,1.0,1.0,-1.0,0.0,-1.0,0.0,Principios y valores: Guillermo Moreno,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
66,5/10/2021 15:47,Buenos Aires,Zona Sur conurbano,Hombre,29,Secundario,El peronismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,,-1.0,2.0,2.0,Juntos: Facundo Manes,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
67,5/10/2021 15:44,Buenos Aires,Zona Norte conurbano,Hombre,74,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,0.0,2.0,1.0,-1.0,0.0,0.0,Avanza Libertad: José Luis Espert,,No recuerdo,sem_6_(10/02-10/06),1
68,5/10/2021 15:42,Buenos Aires,Zona Norte conurbano,Mujer,49,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
69,5/10/2021 15:33,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,55,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
70,5/10/2021 15:30,Buenos Aires,Zona Oeste conurbano,Hombre,63,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
71,5/10/2021 15:29,Buenos Aires,Zona Oeste conurbano,Mujer,63,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-1,-2.0,2.0,1.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
72,5/10/2021 15:28,Buenos Aires,Zona Oeste conurbano,Hombre,85,Secundario,El radicalismo,,2,2,0.0,,,-1.0,,2.0,Juntos: Facundo Manes,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
73,5/10/2021 15:28,Buenos Aires,Zona Sur conurbano,Hombre,65,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,No recuerdo,sem_6_(10/02-10/06),1
74,5/10/2021 15:24,Buenos Aires,Zona Oeste conurbano,Mujer,65,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
75,5/10/2021 15:19,Buenos Aires,Zona Norte conurbano,Hombre,55,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
76,5/10/2021 15:16,Buenos Aires,Zona Norte conurbano,Hombre,78,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,0.0,1.0,-1.0,-1.0,0.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
77,5/10/2021 15:09,Buenos Aires,Zona Sur conurbano,Mujer,63,Superior,NINGUNO,SEGURAMENTE iré a votar,1,1,0.0,0.0,-1.0,0.0,-1.0,-1.0,0,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
78,5/10/2021 15:08,Buenos Aires,Zona Oeste conurbano,Hombre,78,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
79,5/10/2021 15:07,Buenos Aires,Zona Oeste conurbano,Hombre,45,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
80,5/10/2021 15:06,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,67,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
81,5/10/2021 15:05,Buenos Aires,Zona Sur conurbano,Hombre,63,Superior,El PRO,Casi seguro NO IRÉ A VOTAR,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
82,5/10/2021 15:04,Buenos Aires,Zona Oeste conurbano,Hombre,43,Secundario,Los libertarios,,-1,-1,0.0,1.0,1.0,-1.0,0.0,,Juntos: Facundo Manes,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
83,5/10/2021 14:59,Buenos Aires,Zona Oeste conurbano,Hombre,55,Superior,NINGUNO,SEGURAMENTE iré a votar,-1,-2,0.0,0.0,1.0,-1.0,0.0,0.0,0,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
84,5/10/2021 14:58,Buenos Aires,Zona Sur conurbano,Mujer,51,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
85,5/10/2021 14:56,Buenos Aires,Zona Oeste conurbano,Hombre,69,Superior,NINGUNO,SEGURAMENTE iré a votar,-1,-1,-1.0,0.0,-2.0,-1.0,-1.0,-1.0,Vamos con Vos: Florencio Randazzo,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
86,5/10/2021 14:56,Buenos Aires,Zona Norte conurbano,Mujer,66,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
87,5/10/2021 14:51,Buenos Aires,Zona Oeste conurbano,Hombre,75,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
88,5/10/2021 14:50,Buenos Aires,Zona Norte conurbano,Hombre,71,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,No recuerdo,sem_6_(10/02-10/06),1
89,5/10/2021 14:47,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,46,Secundario,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,1.0,-1.0,0.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
90,5/10/2021 14:40,Buenos Aires,Zona Sur conurbano,Hombre,62,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Avanza Libertad: José Luis Espert,,Blanco/nulo,sem_6_(10/02-10/06),1
91,5/10/2021 14:38,Buenos Aires,Zona Oeste conurbano,Hombre,66,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,No recuerdo,sem_6_(10/02-10/06),1
92,5/10/2021 14:30,Buenos Aires,Zona Sur conurbano,Hombre,47,Secundario,El PRO,SEGURAMENTE iré a votar,-1,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
93,5/10/2021 14:28,Buenos Aires,Zona Oeste conurbano,Mujer,64,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,2.0,1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
